id,question,answer,category,subcategory,difficulty,source,dataset_name,interview_type,language,tags,created_at
476,"Generate interview questions based on this resume and job description: PyTorch, REST APIs, Agile, Node.js, Linux, Jenkins, Network Security | Target Role: Targeting a Full-Stack Developer position to utilize my educational background and experience to drive results and achieve career objectives.",,nan,Information Technology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
477,"Generate interview questions based on this resume and job description: Microservices, React, CI/CD, Blockchain, Penetration Testing, Machine Learning, Kafka, DevOps | Target Role: Seeking a Data Scientist role to apply statistical analysis, machine learning, and data visualization techniques to extract meaningful insights from complex datasets and drive data-driven decision making.",,Data Scientist,Electrical Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
478,"Generate interview questions based on this resume and job description: Machine Learning, Computer Vision, TensorFlow, React, SQL, Blockchain, Agile, Git | Target Role: Looking for an opportunity as a Site Reliability Engineer to leverage my expertise in machine learning and make a meaningful impact in the industry.",,Site Reliability Engineer,Machine Learning,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
479,"Generate interview questions based on this resume and job description: Kafka, Docker, Linux, Python | Target Role: Targeting a Software Engineer position to work on challenging technical problems and build innovative applications that deliver value to users.",,nan,Electrical Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
480,"Generate interview questions based on this resume and job description: Kafka, MongoDB, JavaScript, Machine Learning, PyTorch, GraphQL, Kubernetes | Target Role: Seeking a challenging role as a Machine Learning Engineer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,nan,Machine Learning,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
481,"Generate interview questions based on this resume and job description: Cybersecurity, GraphQL, Kafka, Scrum, Ansible, Blockchain, Agile | Target Role: Looking for a Cloud Engineer role where I can architect cloud solutions, automate deployments, and optimize cloud resources for performance and cost-efficiency.",,Cloud Engineer,Information Systems,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
482,"Generate interview questions based on this resume and job description: SQL, MongoDB, Java, GraphQL | Target Role: Targeting a Cloud Architect position to utilize my educational background and experience to drive results and achieve career objectives.",,nan,Robotics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
483,"Generate interview questions based on this resume and job description: AWS, PyTorch, Penetration Testing, Spark, Scrum, Cybersecurity, GraphQL | Target Role: Looking for an opportunity as a Quantum Computing Specialist to leverage my expertise in machine learning and make a meaningful impact in the industry.",,Quantum Computing Specialist,Machine Learning,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
484,"Generate interview questions based on this resume and job description: DevOps, Linux, Agile, Kubernetes, Blockchain, Natural Language Processing | Target Role: Targeting a Machine Learning Engineer position to utilize my educational background and experience to drive results and achieve career objectives.",,Machine Learning Engineer,Computer Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
485,"Generate interview questions based on this resume and job description: Jenkins, REST APIs, Computer Vision, Ansible | Target Role: Targeting a MLOps Specialist position to utilize my educational background and experience to drive results and achieve career objectives.",,nan,Software Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
486,"Generate interview questions based on this resume and job description: Java, Azure, Cybersecurity, Scrum, TensorFlow, Natural Language Processing, Deep Learning | Target Role: Seeking a challenging role as a Software Developer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Software Developer,Information Technology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
487,"Generate interview questions based on this resume and job description: AWS, MongoDB, Docker, Statistics, Computer Vision, TensorFlow, SQL, Node.js | Target Role: Looking for an opportunity as a Mobile Applications Developer to leverage my expertise in information technology and make a meaningful impact in the industry.",,Mobile Applications Developer,Information Technology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
488,"Generate interview questions based on this resume and job description: TensorFlow, Jenkins, Spark, JavaScript | Target Role: Seeking a UI/UX Designer role to create intuitive and engaging user experiences through user research, wireframing, prototyping, and visual design.",,nan,Software Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
489,"Generate interview questions based on this resume and job description: DevOps, Cloud Computing, Docker, Machine Learning | Target Role: Seeking a challenging role as a Quantum Computing Specialist where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,nan,Computer Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
490,"Generate interview questions based on this resume and job description: Ansible, Statistics, Cybersecurity, Network Security, Blockchain, Cloud Computing | Target Role: Targeting a Cybersecurity Analyst role to contribute to the development and maintenance of robust security frameworks, policies, and procedures.",,nan,Data Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
491,"Generate interview questions based on this resume and job description: Machine Learning, Network Security, Blockchain, Solidity, Spark | Target Role: Seeking a UI/UX Designer role to create intuitive and engaging user experiences through user research, wireframing, prototyping, and visual design.",,Cybersecurity Analyst,Electrical Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
492,"Generate interview questions based on this resume and job description: REST APIs, Java, AWS, TensorFlow, Linux, Blockchain | Target Role: Seeking a challenging role as a MLOps Specialist where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,MLOps Specialist,Electronics Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
493,"Generate interview questions based on this resume and job description: Deep Learning, Ansible, Node.js, Microservices, Statistics, Machine Learning | Target Role: Targeting a Software Developer position to utilize my educational background and experience to drive results and achieve career objectives.",,nan,Machine Learning,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
494,"Generate interview questions based on this resume and job description: React, Network Security, JavaScript, Data Analysis, GraphQL | Target Role: Seeking a Software Engineer position to develop high-quality, scalable software solutions using modern programming languages and development methodologies.",,Software Engineer,Cybersecurity,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
495,"Generate interview questions based on this resume and job description: Statistics, Azure, REST APIs, JavaScript, Terraform, DevOps, Ansible | Target Role: Targeting an AI Engineer position to contribute to the development of intelligent systems using Python, TensorFlow, and PyTorch. Eager to work on large-scale AI projects in a collaborative environment.",,AI Engineer,Electrical Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
496,"Generate interview questions based on this resume and job description: Network Security, AWS, CI/CD, MongoDB, Java, Deep Learning, React | Target Role: Seeking a challenging role as a Frontend Developer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Frontend Developer,Computer Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
497,"Generate interview questions based on this resume and job description: AWS, React, Git, Node.js | Target Role: Seeking a challenging role as a Blockchain Engineer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Blockchain Engineer,Computer Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
498,"Generate interview questions based on this resume and job description: AWS, DevOps, Kafka, Natural Language Processing, Penetration Testing, Network Security, Data Analysis | Target Role: Targeting a Cybersecurity Engineer position to utilize my educational background and experience to drive results and achieve career objectives.",,Cybersecurity Engineer,Artificial Intelligence,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
499,"Generate interview questions based on this resume and job description: Python, Machine Learning, Cybersecurity, Microservices, PyTorch | Target Role: Seeking a Data Scientist role to apply statistical analysis, machine learning, and data visualization techniques to extract meaningful insights from complex datasets and drive data-driven decision making.",,Data Scientist,Machine Learning,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
500,"Generate interview questions based on this resume and job description: Data Analysis, Blockchain, Kubernetes, Git | Target Role: Looking for a Software Engineer role where I can contribute to full-stack development, write clean and maintainable code, and collaborate with cross-functional teams.",,nan,Artificial Intelligence,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
501,"Generate interview questions based on this resume and job description: AWS, Ansible, SQL, Scrum, Blockchain, Machine Learning | Target Role: Seeking a challenging role as a Big Data Engineer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Big Data Engineer,Machine Learning,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
502,"Generate interview questions based on this resume and job description: DevOps, Blockchain, MongoDB, React, Natural Language Processing, AWS, Deep Learning | Target Role: Seeking a challenging role as a Cloud Architect where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,nan,Information Systems,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
503,"Generate interview questions based on this resume and job description: Deep Learning, Data Analysis, Network Security, Machine Learning | Target Role: Seeking a challenging role as a Full-Stack Developer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,nan,Artificial Intelligence,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
504,"Generate interview questions based on this resume and job description: Kubernetes, Linux, Node.js, TensorFlow, Agile | Target Role: Looking for an opportunity as a Frontend Developer to leverage my expertise in computer engineering and make a meaningful impact in the industry.",,DevOps Engineer,Computer Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
505,"Generate interview questions based on this resume and job description: Java, Jenkins, Statistics, Deep Learning | Target Role: Targeting a Cloud Engineer position to contribute to cloud migration projects and build resilient, scalable cloud-native applications.",,Cloud Engineer,Machine Learning,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
506,"Generate interview questions based on this resume and job description: Scrum, Git, Agile, DevOps | Target Role: Looking for an opportunity as a Mobile Applications Developer to leverage my expertise in cybersecurity and make a meaningful impact in the industry.",,Mobile Applications Developer,Cybersecurity,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
507,"Generate interview questions based on this resume and job description: SQL, PyTorch, Microservices, MongoDB, Data Analysis | Target Role: Seeking a challenging role as a Big Data Engineer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Blockchain Engineer,Artificial Intelligence,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
508,"Generate interview questions based on this resume and job description: Jenkins, Scrum, Statistics, AWS, Python, Network Security, Docker | Target Role: Looking for an opportunity as a Site Reliability Engineer to leverage my expertise in information technology and make a meaningful impact in the industry.",,nan,Information Technology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
509,"Generate interview questions based on this resume and job description: Network Security, Git, Python, Blockchain | Target Role: Looking for a Cloud Engineer role where I can architect cloud solutions, automate deployments, and optimize cloud resources for performance and cost-efficiency.",,nan,Electrical Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
510,"Generate interview questions based on this resume and job description: Docker, PyTorch, Blockchain, SQL, Statistics, Deep Learning | Target Role: Seeking a challenging role as a Frontend Developer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Frontend Developer,Information Technology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
511,"Generate interview questions based on this resume and job description: Kafka, Azure, PyTorch, Computer Vision, Spark, GraphQL | Target Role: Targeting a Backend Developer position to utilize my educational background and experience to drive results and achieve career objectives.",,Backend Developer,Artificial Intelligence,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
512,"Generate interview questions based on this resume and job description: Scrum, Blockchain, Cybersecurity, GraphQL, Ansible, Jenkins, Java | Target Role: Targeting a Big Data Engineer position to utilize my educational background and experience to drive results and achieve career objectives.",,Product Manager,Robotics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
513,"Generate interview questions based on this resume and job description: DevOps, Cybersecurity, React, SQL, Jenkins, Data Analysis, MongoDB | Target Role: Targeting an AI Engineer position to contribute to the development of intelligent systems using Python, TensorFlow, and PyTorch. Eager to work on large-scale AI projects in a collaborative environment.",,Cloud Engineer,Electronics Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
514,"Generate interview questions based on this resume and job description: Docker, Ansible, Network Security, Azure, Deep Learning, Spark, Git, Cloud Computing | Target Role: Seeking a Software Engineer position to develop high-quality, scalable software solutions using modern programming languages and development methodologies.",,nan,Robotics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
515,"Generate interview questions based on this resume and job description: Cloud Computing, Solidity, REST APIs, React | Target Role: Looking for an opportunity as a AI Ethics Officer to leverage my expertise in information technology and make a meaningful impact in the industry.",,Quantum Computing Specialist,Information Technology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
516,"Generate interview questions based on this resume and job description: TensorFlow, Docker, Natural Language Processing, Kubernetes | Target Role: Targeting a Machine Learning Engineer position to utilize my educational background and experience to drive results and achieve career objectives.",,nan,Artificial Intelligence,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
517,"Generate interview questions based on this resume and job description: GraphQL, Blockchain, Docker, Java, Statistics, Cybersecurity, AWS | Target Role: Targeting a Cloud Engineer position to contribute to cloud migration projects and build resilient, scalable cloud-native applications.",,nan,Robotics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
518,"Generate interview questions based on this resume and job description: Python, Kubernetes, Scrum, Cloud Computing, Ansible, Machine Learning | Target Role: Targeting a Mobile Applications Developer position to utilize my educational background and experience to drive results and achieve career objectives.",,nan,Machine Learning,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
519,"Generate interview questions based on this resume and job description: Data Analysis, Git, REST APIs, Node.js, Penetration Testing | Target Role: Seeking a challenging role as a Frontend Developer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Frontend Developer,Machine Learning,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
520,"Generate interview questions based on this resume and job description: Linux, Deep Learning, Natural Language Processing, MongoDB, TensorFlow, Microservices, GraphQL | Target Role: Targeting a AI Ethics Officer position to utilize my educational background and experience to drive results and achieve career objectives.",,nan,Information Technology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
521,"Generate interview questions based on this resume and job description: MongoDB, Solidity, Microservices, Azure, PyTorch, Terraform | Target Role: Targeting a DevOps Engineer role to work with containerization technologies, configuration management tools, and cloud platforms to optimize software delivery.",,Software Engineer,Computer Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
522,"Generate interview questions based on this resume and job description: GraphQL, Jenkins, Terraform, Node.js, Agile, TensorFlow | Target Role: Seeking a challenging role as an AI Engineer to develop and implement cutting-edge artificial intelligence solutions. Looking to work on machine learning models, neural networks, and AI-driven applications that solve real-world business problems.",,Machine Learning Engineer,Software Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
523,"Generate interview questions based on this resume and job description: DevOps, Git, MongoDB, AWS, Network Security | Target Role: Looking to join a cybersecurity team as an Analyst where I can apply my knowledge of network security, threat detection, and incident response to safeguard digital infrastructure.",,Blockchain Engineer,Electrical Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
524,"Generate interview questions based on this resume and job description: Cloud Computing, Git, REST APIs, React, Terraform, AWS, Penetration Testing, Computer Vision | Target Role: Seeking a challenging role as a MLOps Specialist where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,nan,Data Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
525,"Generate interview questions based on this resume and job description: Network Security, Node.js, Jenkins, JavaScript, Scrum | Target Role: Looking for an opportunity as a Data Scientist to work with large datasets, build predictive models, and communicate findings to stakeholders through compelling visualizations and reports.",,nan,Electronics Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
526,"Generate interview questions based on this resume and job description: Blockchain, Penetration Testing, Git, Deep Learning, Java, React | Target Role: Targeting a Cybersecurity Engineer position to utilize my educational background and experience to drive results and achieve career objectives.",,Cybersecurity Engineer,Data Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
527,"Generate interview questions based on this resume and job description: Blockchain, Ansible, Azure, AWS, Solidity | Target Role: Seeking a challenging role as a Frontend Developer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Product Manager,Artificial Intelligence,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
528,"Generate interview questions based on this resume and job description: Python, Natural Language Processing, React, Node.js | Target Role: Seeking a challenging role as a Software Developer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Software Developer,Information Systems,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
529,"Generate interview questions based on this resume and job description: Terraform, Machine Learning, Network Security, Scrum, Deep Learning, Solidity | Target Role: Looking to join a cybersecurity team as an Analyst where I can apply my knowledge of network security, threat detection, and incident response to safeguard digital infrastructure.",,nan,Information Technology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
530,"Generate interview questions based on this resume and job description: Network Security, Data Analysis, SQL, Machine Learning, Azure, DevOps, Deep Learning, Git | Target Role: Seeking a challenging role as a Site Reliability Engineer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,nan,Cybersecurity,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
531,"Generate interview questions based on this resume and job description: Data Analysis, Kafka, Microservices, Git | Target Role: Looking for an opportunity as a AI Ethics Officer to leverage my expertise in computer science and make a meaningful impact in the industry.",,AI Ethics Officer,Computer Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
532,"Generate interview questions based on this resume and job description: Git, JavaScript, Terraform, Scrum | Target Role: Looking for an opportunity as a Quantum Computing Specialist to leverage my expertise in artificial intelligence and make a meaningful impact in the industry.",,Quantum Computing Specialist,Artificial Intelligence,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
533,"Generate interview questions based on this resume and job description: Ansible, Microservices, Statistics, Terraform | Target Role: Looking for an opportunity as a Data Scientist to work with large datasets, build predictive models, and communicate findings to stakeholders through compelling visualizations and reports.",,Product Manager,Robotics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
534,"Generate interview questions based on this resume and job description: REST APIs, JavaScript, Data Analysis, CI/CD, Jenkins, Computer Vision, Python, AWS | Target Role: Looking for an opportunity as a Prompt Engineer to leverage my expertise in computer engineering and make a meaningful impact in the industry.",,nan,Computer Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
535,"Generate interview questions based on this resume and job description: React, Kafka, SQL, Data Analysis, Linux, Node.js, Solidity | Target Role: Seeking a Software Engineer position to develop high-quality, scalable software solutions using modern programming languages and development methodologies.",,Software Engineer,Information Systems,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
536,"Generate interview questions based on this resume and job description: Cloud Computing, Solidity, Kafka, Linux, JavaScript | Target Role: Looking for an opportunity as a Data Scientist to work with large datasets, build predictive models, and communicate findings to stakeholders through compelling visualizations and reports.",,nan,Electronics Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
537,"Generate interview questions based on this resume and job description: Solidity, AWS, Cloud Computing, Node.js, Natural Language Processing, Machine Learning, Linux, CI/CD | Target Role: Targeting a Cybersecurity Analyst role to contribute to the development and maintenance of robust security frameworks, policies, and procedures.",,nan,Information Technology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
538,"Generate interview questions based on this resume and job description: Kubernetes, CI/CD, JavaScript, Statistics | Target Role: Targeting a Cloud Architect position to utilize my educational background and experience to drive results and achieve career objectives.",,Cloud Architect,Computer Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
539,"Generate interview questions based on this resume and job description: SQL, Node.js, Deep Learning, Cloud Computing, GraphQL, AWS, React | Target Role: Looking for an opportunity as a Machine Learning Engineer to leverage my expertise in robotics and make a meaningful impact in the industry.",,Machine Learning Engineer,Robotics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
540,"Generate interview questions based on this resume and job description: Solidity, GraphQL, CI/CD, SQL, Scrum | Target Role: Seeking a Cloud Engineer position to design, implement, and maintain scalable cloud infrastructure using AWS, Azure, or Google Cloud Platform.",,Cloud Engineer,Robotics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
541,"Generate interview questions based on this resume and job description: Computer Vision, Statistics, Agile, Linux, AWS, SQL, GraphQL, Cloud Computing | Target Role: Seeking a challenging role as a Machine Learning Engineer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,nan,Electronics Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
542,"Generate interview questions based on this resume and job description: JavaScript, Blockchain, Java, Kubernetes, Node.js | Target Role: Targeting a Cloud Engineer position to contribute to cloud migration projects and build resilient, scalable cloud-native applications.",,Cloud Engineer,Machine Learning,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
543,"Generate interview questions based on this resume and job description: Node.js, Scrum, Solidity, GraphQL | Target Role: Targeting a Cloud Engineer position to contribute to cloud migration projects and build resilient, scalable cloud-native applications.",,Cloud Engineer,Electrical Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
544,"Generate interview questions based on this resume and job description: Cloud Computing, Kafka, Data Analysis, MongoDB, Deep Learning | Target Role: Seeking a challenging role as a Mobile Applications Developer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,Machine Learning Engineer,Cybersecurity,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
545,"Generate interview questions based on this resume and job description: MongoDB, Scrum, Statistics, Kubernetes, AWS, Jenkins | Target Role: Looking for an opportunity as a Cloud Architect to leverage my expertise in electrical engineering and make a meaningful impact in the industry.",,Cloud Architect,Electrical Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
546,"Generate interview questions based on this resume and job description: JavaScript, Terraform, Kafka, PyTorch, Python, Network Security, Java, CI/CD | Target Role: Targeting an AI Engineer position to contribute to the development of intelligent systems using Python, TensorFlow, and PyTorch. Eager to work on large-scale AI projects in a collaborative environment.",,AI Engineer,Software Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
547,"Generate interview questions based on this resume and job description: AWS, Scrum, SQL, Deep Learning, Node.js, Linux | Target Role: Targeting a Machine Learning Engineer position to utilize my educational background and experience to drive results and achieve career objectives.",,nan,Information Technology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
548,"Generate interview questions based on this resume and job description: DevOps, Linux, PyTorch, Ansible | Target Role: Looking for an opportunity as a Site Reliability Engineer to leverage my expertise in computer science and make a meaningful impact in the industry.",,nan,Computer Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
549,"Generate interview questions based on this resume and job description: Statistics, Azure, PyTorch, SQL, DevOps, Machine Learning, Python | Target Role: Targeting a DevOps Engineer role to work with containerization technologies, configuration management tools, and cloud platforms to optimize software delivery.",,DevOps Engineer,Machine Learning,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
550,"Generate interview questions based on this resume and job description: Network Security, Spark, REST APIs, Scrum, Terraform, Penetration Testing | Target Role: Seeking a Product Manager position to drive product strategy, define roadmaps, and collaborate with engineering and design teams to deliver successful products.",,Product Manager,Computer Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
551,"Generate interview questions based on this resume and job description: Penetration Testing, Network Security, Spark, GraphQL, Natural Language Processing | Target Role: Looking for an opportunity as a Frontend Developer to leverage my expertise in artificial intelligence and make a meaningful impact in the industry.",,Data Scientist,Artificial Intelligence,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
552,"Generate interview questions based on this resume and job description: Deep Learning, Agile, JavaScript, Git, Solidity, GraphQL, Spark | Target Role: Targeting a Blockchain Engineer position to utilize my educational background and experience to drive results and achieve career objectives.",,nan,Computer Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
553,"Generate interview questions based on this resume and job description: SQL, Agile, Scrum, Ansible, Node.js, React, Machine Learning | Target Role: Aspiring to join a dynamic team as an AI Engineer where I can leverage my expertise in deep learning, natural language processing, and computer vision to build innovative AI products and services.",,Prompt Engineer,Robotics,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
554,"Generate interview questions based on this resume and job description: MongoDB, Cloud Computing, REST APIs, Network Security, JavaScript, Kubernetes, Statistics, Git | Target Role: Targeting an AI Engineer position to contribute to the development of intelligent systems using Python, TensorFlow, and PyTorch. Eager to work on large-scale AI projects in a collaborative environment.",,Full-Stack Developer,Computer Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
555,"Generate interview questions based on this resume and job description: GraphQL, Java, Python, Terraform, Docker, MongoDB, REST APIs, PyTorch | Target Role: Targeting a Cybersecurity Analyst role to contribute to the development and maintenance of robust security frameworks, policies, and procedures.",,Cybersecurity Analyst,Information Technology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
556,"Generate interview questions based on this resume and job description: Data Analysis, Penetration Testing, Statistics, Terraform, Cloud Computing, Natural Language Processing, Microservices, Java | Target Role: Looking for an opportunity as a Site Reliability Engineer to leverage my expertise in data science and make a meaningful impact in the industry.",,nan,Data Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
557,"Generate interview questions based on this resume and job description: Agile, Docker, SQL, MongoDB, Kubernetes, Machine Learning | Target Role: Looking for an opportunity as a Cybersecurity Engineer to leverage my expertise in information technology and make a meaningful impact in the industry.",,Data Scientist,Information Technology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
